result|value|timestamp
nodeID://b22176721|3.9|2020-11-28T03:00:00Z
nodeID://b22176722|3.9|2020-11-28T03:00:00Z
nodeID://b22176477|4|2020-11-28T04:00:00Z
nodeID://b22176478|4|2020-11-28T04:00:00Z
nodeID://b22176479|4|2020-11-28T04:00:00Z
nodeID://b22176728|4|2020-11-28T04:00:00Z
nodeID://b22176729|4|2020-11-28T04:00:00Z
nodeID://b22176730|4|2020-11-28T04:00:00Z
nodeID://b22176485|3.9|2020-11-28T05:00:00Z
nodeID://b22176486|3.9|2020-11-28T05:00:00Z
nodeID://b22176487|3.9|2020-11-28T05:00:00Z
nodeID://b22176737|3.9|2020-11-28T05:00:00Z
nodeID://b22176738|3.9|2020-11-28T05:00:00Z
nodeID://b22176739|3.9|2020-11-28T05:00:00Z
nodeID://b22176491|3.71|2020-11-28T06:00:00Z
nodeID://b22176492|3.71|2020-11-28T06:00:00Z
nodeID://b22176493|3.71|2020-11-28T06:00:00Z
nodeID://b22176743|3.71|2020-11-28T06:00:00Z
nodeID://b22176744|3.71|2020-11-28T06:00:00Z
nodeID://b22176745|3.71|2020-11-28T06:00:00Z
nodeID://b22176497|3.81|2020-11-28T07:00:00Z
nodeID://b22176498|3.81|2020-11-28T07:00:00Z
nodeID://b22176499|3.81|2020-11-28T07:00:00Z
nodeID://b22176750|3.81|2020-11-28T07:00:00Z
nodeID://b22176751|3.81|2020-11-28T07:00:00Z
nodeID://b22176752|3.81|2020-11-28T07:00:00Z
nodeID://b22176505|4.11|2020-11-28T08:00:00Z
nodeID://b22176506|4.11|2020-11-28T08:00:00Z
nodeID://b22176507|4.11|2020-11-28T08:00:00Z
nodeID://b22176758|4.11|2020-11-28T08:00:00Z
nodeID://b22176759|4.11|2020-11-28T08:00:00Z
nodeID://b22176760|4.11|2020-11-28T08:00:00Z
nodeID://b22176512|4.61|2020-11-28T09:00:00Z
nodeID://b22176513|4.61|2020-11-28T09:00:00Z
nodeID://b22176514|4.61|2020-11-28T09:00:00Z
nodeID://b22176764|4.61|2020-11-28T09:00:00Z
nodeID://b22176765|4.61|2020-11-28T09:00:00Z
nodeID://b22176766|4.61|2020-11-28T09:00:00Z
nodeID://b22176518|5.4|2020-11-28T10:00:00Z
nodeID://b22176519|5.4|2020-11-28T10:00:00Z
nodeID://b22176520|5.4|2020-11-28T10:00:00Z
nodeID://b22176770|5.4|2020-11-28T10:00:00Z
nodeID://b22176771|5.4|2020-11-28T10:00:00Z
nodeID://b22176772|5.4|2020-11-28T10:00:00Z
nodeID://b22176524|5.9|2020-11-28T11:00:00Z
nodeID://b22176525|5.9|2020-11-28T11:00:00Z
nodeID://b22176526|5.9|2020-11-28T11:00:00Z
nodeID://b22176777|5.9|2020-11-28T11:00:00Z
nodeID://b22176778|5.9|2020-11-28T11:00:00Z
nodeID://b22176779|5.9|2020-11-28T11:00:00Z
nodeID://b22176532|6.4|2020-11-28T12:00:00Z
nodeID://b22176533|6.4|2020-11-28T12:00:00Z
nodeID://b22176534|6.4|2020-11-28T12:00:00Z
nodeID://b22176784|6.4|2020-11-28T12:00:00Z
nodeID://b22176785|6.4|2020-11-28T12:00:00Z
nodeID://b22176786|6.4|2020-11-28T12:00:00Z
nodeID://b22176539|6.81|2020-11-28T13:00:00Z
nodeID://b22176540|6.81|2020-11-28T13:00:00Z
nodeID://b22176541|6.81|2020-11-28T13:00:00Z
nodeID://b22176791|6.81|2020-11-28T13:00:00Z
nodeID://b22176792|6.81|2020-11-28T13:00:00Z
nodeID://b22176793|6.81|2020-11-28T13:00:00Z
nodeID://b22176545|6.81|2020-11-28T14:00:00Z
nodeID://b22176546|6.81|2020-11-28T14:00:00Z
nodeID://b22176547|6.81|2020-11-28T14:00:00Z
nodeID://b22176797|6.81|2020-11-28T14:00:00Z
nodeID://b22176798|6.81|2020-11-28T14:00:00Z
nodeID://b22176799|6.81|2020-11-28T14:00:00Z
nodeID://b22176552|6.81|2020-11-28T15:00:00Z
nodeID://b22176553|6.81|2020-11-28T15:00:00Z
nodeID://b22176554|6.81|2020-11-28T15:00:00Z
nodeID://b22176803|6.81|2020-11-28T15:00:00Z
nodeID://b22176804|6.81|2020-11-28T15:00:00Z
nodeID://b22176805|6.81|2020-11-28T15:00:00Z
nodeID://b22176560|6.61|2020-11-28T16:00:00Z
nodeID://b22176561|6.61|2020-11-28T16:00:00Z
nodeID://b22176562|6.61|2020-11-28T16:00:00Z
nodeID://b22176811|6.61|2020-11-28T16:00:00Z
nodeID://b22176812|6.61|2020-11-28T16:00:00Z
nodeID://b22176813|6.61|2020-11-28T16:00:00Z
nodeID://b22176566|6.61|2020-11-28T17:00:00Z
nodeID://b22176567|6.61|2020-11-28T17:00:00Z
nodeID://b22176568|6.61|2020-11-28T17:00:00Z
nodeID://b22176818|6.61|2020-11-28T17:00:00Z
nodeID://b22176819|6.61|2020-11-28T17:00:00Z
nodeID://b22176820|6.61|2020-11-28T17:00:00Z
nodeID://b22176572|6.5|2020-11-28T18:00:00Z
nodeID://b22176573|6.5|2020-11-28T18:00:00Z
nodeID://b22176574|6.5|2020-11-28T18:00:00Z
nodeID://b22176824|6.5|2020-11-28T18:00:00Z
nodeID://b22176825|6.5|2020-11-28T18:00:00Z
nodeID://b22176826|6.5|2020-11-28T18:00:00Z
nodeID://b22176581|6.5|2020-11-28T19:00:00Z
nodeID://b22176582|6.5|2020-11-28T19:00:00Z
nodeID://b22176583|6.5|2020-11-28T19:00:00Z
nodeID://b22176831|6.5|2020-11-28T19:00:00Z
nodeID://b22176832|6.5|2020-11-28T19:00:00Z
nodeID://b22176833|6.5|2020-11-28T19:00:00Z
nodeID://b22176589|6.4|2020-11-28T20:00:00Z
nodeID://b22176590|6.4|2020-11-28T20:00:00Z
nodeID://b22176591|6.4|2020-11-28T20:00:00Z
nodeID://b22176839|6.4|2020-11-28T20:00:00Z
nodeID://b22176840|6.4|2020-11-28T20:00:00Z
nodeID://b22176841|6.4|2020-11-28T20:00:00Z
nodeID://b22176596|6.31|2020-11-28T21:00:00Z
nodeID://b22176597|6.31|2020-11-28T21:00:00Z
nodeID://b22176598|6.31|2020-11-28T21:00:00Z
nodeID://b22176845|6.31|2020-11-28T21:00:00Z
nodeID://b22176846|6.31|2020-11-28T21:00:00Z
nodeID://b22176847|6.31|2020-11-28T21:00:00Z
nodeID://b22176602|6.31|2020-11-28T22:00:00Z
nodeID://b22176603|6.31|2020-11-28T22:00:00Z
nodeID://b22176604|6.31|2020-11-28T22:00:00Z
nodeID://b22176851|6.31|2020-11-28T22:00:00Z
nodeID://b22176852|6.31|2020-11-28T22:00:00Z
nodeID://b22176853|6.31|2020-11-28T22:00:00Z
nodeID://b22176608|6.4|2020-11-28T23:00:00Z
nodeID://b22176609|6.4|2020-11-28T23:00:00Z
nodeID://b22176610|6.4|2020-11-28T23:00:00Z
nodeID://b22176857|6.4|2020-11-28T23:00:00Z
nodeID://b22176858|6.4|2020-11-28T23:00:00Z
nodeID://b22176859|6.4|2020-11-28T23:00:00Z
nodeID://b22176121|6.5|2020-11-29T00:00:00Z
nodeID://b22176122|6.5|2020-11-29T00:00:00Z
nodeID://b22176123|6.5|2020-11-29T00:00:00Z
nodeID://b22176371|6.5|2020-11-29T00:00:00Z
nodeID://b22176372|6.5|2020-11-29T00:00:00Z
nodeID://b22176373|6.5|2020-11-29T00:00:00Z
nodeID://b22176128|6.5|2020-11-29T01:00:00Z
nodeID://b22176129|6.5|2020-11-29T01:00:00Z
nodeID://b22176130|6.5|2020-11-29T01:00:00Z
nodeID://b22176377|6.5|2020-11-29T01:00:00Z
nodeID://b22176378|6.5|2020-11-29T01:00:00Z
nodeID://b22176379|6.5|2020-11-29T01:00:00Z
nodeID://b22176134|6.61|2020-11-29T02:00:00Z
nodeID://b22176135|6.61|2020-11-29T02:00:00Z
nodeID://b22176136|6.61|2020-11-29T02:00:00Z
nodeID://b22176383|6.61|2020-11-29T02:00:00Z
nodeID://b22176384|6.61|2020-11-29T02:00:00Z
nodeID://b22176385|6.61|2020-11-29T02:00:00Z
nodeID://b22176141|6.61|2020-11-29T03:00:00Z
nodeID://b22176142|6.61|2020-11-29T03:00:00Z
nodeID://b22176143|6.61|2020-11-29T03:00:00Z
nodeID://b22176390|6.61|2020-11-29T03:00:00Z
nodeID://b22176391|6.61|2020-11-29T03:00:00Z
nodeID://b22176392|6.61|2020-11-29T03:00:00Z
nodeID://b22176149|6.61|2020-11-29T04:00:00Z
nodeID://b22176150|6.61|2020-11-29T04:00:00Z
nodeID://b22176151|6.61|2020-11-29T04:00:00Z
nodeID://b22176397|6.61|2020-11-29T04:00:00Z
nodeID://b22176398|6.61|2020-11-29T04:00:00Z
nodeID://b22176399|6.61|2020-11-29T04:00:00Z
nodeID://b22176155|6.5|2020-11-29T05:00:00Z
nodeID://b22176156|6.5|2020-11-29T05:00:00Z
nodeID://b22176157|6.5|2020-11-29T05:00:00Z
nodeID://b22176404|6.5|2020-11-29T05:00:00Z
nodeID://b22176405|6.5|2020-11-29T05:00:00Z
nodeID://b22176406|6.5|2020-11-29T05:00:00Z
nodeID://b22176161|6.61|2020-11-29T06:00:00Z
nodeID://b22176162|6.61|2020-11-29T06:00:00Z
nodeID://b22176163|6.61|2020-11-29T06:00:00Z
nodeID://b22176410|6.61|2020-11-29T06:00:00Z
nodeID://b22176411|6.61|2020-11-29T06:00:00Z
nodeID://b22176412|6.61|2020-11-29T06:00:00Z
nodeID://b22176168|6.9|2020-11-29T07:00:00Z
nodeID://b22176169|6.9|2020-11-29T07:00:00Z
nodeID://b22176170|6.9|2020-11-29T07:00:00Z
nodeID://b22176417|6.9|2020-11-29T07:00:00Z
nodeID://b22176418|6.9|2020-11-29T07:00:00Z
nodeID://b22176419|6.9|2020-11-29T07:00:00Z
nodeID://b22176176|7.4|2020-11-29T08:00:00Z
nodeID://b22176177|7.4|2020-11-29T08:00:00Z
nodeID://b22176178|7.4|2020-11-29T08:00:00Z
nodeID://b22176424|7.4|2020-11-29T08:00:00Z
nodeID://b22176425|7.4|2020-11-29T08:00:00Z
nodeID://b22176428|7.4|2020-11-29T08:00:00Z
nodeID://b22176182|7.9|2020-11-29T09:00:00Z
nodeID://b22176183|7.9|2020-11-29T09:00:00Z
nodeID://b22176184|7.9|2020-11-29T09:00:00Z
nodeID://b22176434|7.9|2020-11-29T09:00:00Z
nodeID://b22176435|7.9|2020-11-29T09:00:00Z
nodeID://b22176436|7.9|2020-11-29T09:00:00Z
nodeID://b22176188|8.31|2020-11-29T10:00:00Z
nodeID://b22176189|8.31|2020-11-29T10:00:00Z
nodeID://b22176190|8.31|2020-11-29T10:00:00Z
nodeID://b22176440|8.31|2020-11-29T10:00:00Z
nodeID://b22176441|8.31|2020-11-29T10:00:00Z
nodeID://b22176442|8.31|2020-11-29T10:00:00Z
nodeID://b22176195|9|2020-11-29T11:00:00Z
nodeID://b22176196|9|2020-11-29T11:00:00Z
nodeID://b22176197|9|2020-11-29T11:00:00Z
nodeID://b22176447|9|2020-11-29T11:00:00Z
nodeID://b22176448|9|2020-11-29T11:00:00Z
nodeID://b22176449|9|2020-11-29T11:00:00Z
nodeID://b22176202|9.5|2020-11-29T12:00:00Z
nodeID://b22176203|9.5|2020-11-29T12:00:00Z
nodeID://b22176204|9.5|2020-11-29T12:00:00Z
nodeID://b22176454|9.5|2020-11-29T12:00:00Z
nodeID://b22176455|9.5|2020-11-29T12:00:00Z
nodeID://b22176456|9.5|2020-11-29T12:00:00Z
nodeID://b22176209|9.81|2020-11-29T13:00:00Z
nodeID://b22176210|9.81|2020-11-29T13:00:00Z
nodeID://b22176211|9.81|2020-11-29T13:00:00Z
nodeID://b22176461|9.81|2020-11-29T13:00:00Z
nodeID://b22176462|9.81|2020-11-29T13:00:00Z
nodeID://b22176463|9.81|2020-11-29T13:00:00Z
nodeID://b22176215|9.61|2020-11-29T14:00:00Z
nodeID://b22176216|9.61|2020-11-29T14:00:00Z
nodeID://b22176217|9.61|2020-11-29T14:00:00Z
nodeID://b22176467|9.61|2020-11-29T14:00:00Z
nodeID://b22176468|9.61|2020-11-29T14:00:00Z
nodeID://b22176469|9.61|2020-11-29T14:00:00Z
nodeID://b22176222|7.4|2020-11-29T15:00:00Z
nodeID://b22176223|7.4|2020-11-29T15:00:00Z
nodeID://b22176224|7.4|2020-11-29T15:00:00Z
nodeID://b22176474|7.4|2020-11-29T15:00:00Z
nodeID://b22176475|7.4|2020-11-29T15:00:00Z
nodeID://b22176476|7.4|2020-11-29T15:00:00Z
nodeID://b22176229|4.71|2020-11-29T16:00:00Z
nodeID://b22176230|4.71|2020-11-29T16:00:00Z
nodeID://b22176231|4.71|2020-11-29T16:00:00Z
nodeID://b22176481|4.71|2020-11-29T16:00:00Z
nodeID://b22176482|4.71|2020-11-29T16:00:00Z
nodeID://b22176483|4.71|2020-11-29T16:00:00Z
nodeID://b22176236|3.4|2020-11-29T17:00:00Z
nodeID://b22176237|3.4|2020-11-29T17:00:00Z
nodeID://b22176238|3.4|2020-11-29T17:00:00Z
nodeID://b22176488|3.4|2020-11-29T17:00:00Z
nodeID://b22176489|3.4|2020-11-29T17:00:00Z
nodeID://b22176490|3.4|2020-11-29T17:00:00Z
nodeID://b22176242|1.9|2020-11-29T18:00:00Z
nodeID://b22176243|1.9|2020-11-29T18:00:00Z
nodeID://b22176244|1.9|2020-11-29T18:00:00Z
nodeID://b22176494|1.9|2020-11-29T18:00:00Z
nodeID://b22176495|1.9|2020-11-29T18:00:00Z
nodeID://b22176496|1.9|2020-11-29T18:00:00Z
nodeID://b22176249|0.61|2020-11-29T19:00:00Z
nodeID://b22176250|0.61|2020-11-29T19:00:00Z
nodeID://b22176251|0.61|2020-11-29T19:00:00Z
nodeID://b22176501|0.61|2020-11-29T19:00:00Z
nodeID://b22176502|0.61|2020-11-29T19:00:00Z
nodeID://b22176503|0.61|2020-11-29T19:00:00Z
nodeID://b22176256|-0.1|2020-11-29T20:00:00Z
nodeID://b22176257|-0.1|2020-11-29T20:00:00Z
nodeID://b22176258|-0.1|2020-11-29T20:00:00Z
nodeID://b22176509|-0.1|2020-11-29T20:00:00Z
nodeID://b22176510|-0.1|2020-11-29T20:00:00Z
nodeID://b22176511|-0.1|2020-11-29T20:00:00Z
nodeID://b22176263|0.4|2020-11-29T21:00:00Z
nodeID://b22176264|0.4|2020-11-29T21:00:00Z
nodeID://b22176265|0.4|2020-11-29T21:00:00Z
nodeID://b22176515|0.4|2020-11-29T21:00:00Z
nodeID://b22176516|0.4|2020-11-29T21:00:00Z
nodeID://b22176517|0.4|2020-11-29T21:00:00Z
nodeID://b22176272|1.11|2020-11-29T22:00:00Z
nodeID://b22176273|1.11|2020-11-29T22:00:00Z
nodeID://b22176274|1.11|2020-11-29T22:00:00Z
nodeID://b22176521|1.11|2020-11-29T22:00:00Z
nodeID://b22176522|1.11|2020-11-29T22:00:00Z
nodeID://b22176523|1.11|2020-11-29T22:00:00Z
nodeID://b22176279|1|2020-11-29T23:00:00Z
nodeID://b22176280|1|2020-11-29T23:00:00Z
nodeID://b22176281|1|2020-11-29T23:00:00Z
nodeID://b22176528|1|2020-11-29T23:00:00Z
nodeID://b22176529|1|2020-11-29T23:00:00Z
nodeID://b22176530|1|2020-11-29T23:00:00Z
nodeID://b22175761|0.71|2020-11-30T00:00:00Z
nodeID://b22175762|0.71|2020-11-30T00:00:00Z
nodeID://b22175763|0.71|2020-11-30T00:00:00Z
nodeID://b22176039|0.71|2020-11-30T00:00:00Z
nodeID://b22176040|0.71|2020-11-30T00:00:00Z
nodeID://b22176041|0.71|2020-11-30T00:00:00Z
nodeID://b22175768|0.5|2020-11-30T01:00:00Z
nodeID://b22175769|0.5|2020-11-30T01:00:00Z
nodeID://b22175770|0.5|2020-11-30T01:00:00Z
nodeID://b22176047|0.5|2020-11-30T01:00:00Z
nodeID://b22176048|0.5|2020-11-30T01:00:00Z
nodeID://b22176049|0.5|2020-11-30T01:00:00Z
nodeID://b22175775|0|2020-11-30T02:00:00Z
nodeID://b22175776|0|2020-11-30T02:00:00Z
nodeID://b22175777|0|2020-11-30T02:00:00Z
nodeID://b22176053|0|2020-11-30T02:00:00Z
nodeID://b22176054|0|2020-11-30T02:00:00Z
nodeID://b22176055|0|2020-11-30T02:00:00Z
nodeID://b22175781|-0.6|2020-11-30T03:00:00Z
nodeID://b22175782|-0.6|2020-11-30T03:00:00Z
nodeID://b22175783|-0.6|2020-11-30T03:00:00Z
nodeID://b22176060|-0.6|2020-11-30T03:00:00Z
nodeID://b22176061|-0.6|2020-11-30T03:00:00Z
nodeID://b22176062|-0.6|2020-11-30T03:00:00Z
nodeID://b22175788|-0.89|2020-11-30T04:00:00Z
nodeID://b22175789|-0.89|2020-11-30T04:00:00Z
nodeID://b22175790|-0.89|2020-11-30T04:00:00Z
nodeID://b22176068|-0.89|2020-11-30T04:00:00Z
nodeID://b22176069|-0.89|2020-11-30T04:00:00Z
nodeID://b22176070|-0.89|2020-11-30T04:00:00Z
nodeID://b22175795|-1.29|2020-11-30T05:00:00Z
nodeID://b22175796|-1.29|2020-11-30T05:00:00Z
nodeID://b22175799|-1.29|2020-11-30T05:00:00Z
nodeID://b22176074|-1.29|2020-11-30T05:00:00Z
nodeID://b22176075|-1.29|2020-11-30T05:00:00Z
nodeID://b22176076|-1.29|2020-11-30T05:00:00Z
nodeID://b22175805|-0.69|2020-11-30T06:00:00Z
nodeID://b22175806|-0.69|2020-11-30T06:00:00Z
nodeID://b22175807|-0.69|2020-11-30T06:00:00Z
nodeID://b22176080|-0.69|2020-11-30T06:00:00Z
nodeID://b22176081|-0.69|2020-11-30T06:00:00Z
nodeID://b22176082|-0.69|2020-11-30T06:00:00Z
nodeID://b22175811|0.81|2020-11-30T07:00:00Z
nodeID://b22175812|0.81|2020-11-30T07:00:00Z
nodeID://b22175813|0.81|2020-11-30T07:00:00Z
nodeID://b22176087|0.81|2020-11-30T07:00:00Z
nodeID://b22176088|0.81|2020-11-30T07:00:00Z
nodeID://b22176089|0.81|2020-11-30T07:00:00Z
nodeID://b22175817|3.21|2020-11-30T08:00:00Z
nodeID://b22175818|3.21|2020-11-30T08:00:00Z
nodeID://b22175819|3.21|2020-11-30T08:00:00Z
nodeID://b22176095|3.21|2020-11-30T08:00:00Z
nodeID://b22176096|3.21|2020-11-30T08:00:00Z
nodeID://b22176097|3.21|2020-11-30T08:00:00Z
nodeID://b22175824|5.9|2020-11-30T09:00:00Z
nodeID://b22175825|5.9|2020-11-30T09:00:00Z
nodeID://b22175826|5.9|2020-11-30T09:00:00Z
nodeID://b22176101|5.9|2020-11-30T09:00:00Z
nodeID://b22176102|5.9|2020-11-30T09:00:00Z
nodeID://b22176103|5.9|2020-11-30T09:00:00Z
nodeID://b22175832|7.61|2020-11-30T10:00:00Z
nodeID://b22175833|7.61|2020-11-30T10:00:00Z
nodeID://b22175834|7.61|2020-11-30T10:00:00Z
nodeID://b22176107|7.61|2020-11-30T10:00:00Z
nodeID://b22176108|7.61|2020-11-30T10:00:00Z
nodeID://b22176109|7.61|2020-11-30T10:00:00Z
nodeID://b22175838|8.71|2020-11-30T11:00:00Z
nodeID://b22175839|8.71|2020-11-30T11:00:00Z
nodeID://b22175840|8.71|2020-11-30T11:00:00Z
nodeID://b22176114|8.71|2020-11-30T11:00:00Z
nodeID://b22176115|8.71|2020-11-30T11:00:00Z
nodeID://b22176118|8.71|2020-11-30T11:00:00Z
nodeID://b22175844|9.31|2020-11-30T12:00:00Z
nodeID://b22175845|9.31|2020-11-30T12:00:00Z
nodeID://b22175846|9.31|2020-11-30T12:00:00Z
nodeID://b22176125|9.31|2020-11-30T12:00:00Z
nodeID://b22176126|9.31|2020-11-30T12:00:00Z
nodeID://b22176127|9.31|2020-11-30T12:00:00Z
nodeID://b22175852|9.11|2020-11-30T13:00:00Z
nodeID://b22175853|9.11|2020-11-30T13:00:00Z
nodeID://b22175854|9.11|2020-11-30T13:00:00Z
nodeID://b22176131|9.11|2020-11-30T13:00:00Z
nodeID://b22176132|9.11|2020-11-30T13:00:00Z
nodeID://b22176133|9.11|2020-11-30T13:00:00Z
nodeID://b22175859|8.4|2020-11-30T14:00:00Z
nodeID://b22175860|8.4|2020-11-30T14:00:00Z
nodeID://b22175861|8.4|2020-11-30T14:00:00Z
nodeID://b22176137|8.4|2020-11-30T14:00:00Z
nodeID://b22176138|8.4|2020-11-30T14:00:00Z
nodeID://b22176139|8.4|2020-11-30T14:00:00Z
nodeID://b22175865|6.11|2020-11-30T15:00:00Z
nodeID://b22175866|6.11|2020-11-30T15:00:00Z
nodeID://b22175867|6.11|2020-11-30T15:00:00Z
nodeID://b22176145|6.11|2020-11-30T15:00:00Z
nodeID://b22176146|6.11|2020-11-30T15:00:00Z
nodeID://b22176147|6.11|2020-11-30T15:00:00Z
nodeID://b22175871|3.4|2020-11-30T16:00:00Z
nodeID://b22175872|3.4|2020-11-30T16:00:00Z
nodeID://b22175873|3.4|2020-11-30T16:00:00Z
nodeID://b22176152|3.4|2020-11-30T16:00:00Z
nodeID://b22176153|3.4|2020-11-30T16:00:00Z
nodeID://b22176154|3.4|2020-11-30T16:00:00Z
nodeID://b22175878|1.5|2020-11-30T17:00:00Z
nodeID://b22175879|1.5|2020-11-30T17:00:00Z
nodeID://b22175880|1.5|2020-11-30T17:00:00Z
nodeID://b22176158|1.5|2020-11-30T17:00:00Z
nodeID://b22176159|1.5|2020-11-30T17:00:00Z
nodeID://b22176160|1.5|2020-11-30T17:00:00Z
nodeID://b22175886|1|2020-11-30T18:00:00Z
nodeID://b22175887|1|2020-11-30T18:00:00Z
nodeID://b22175888|1|2020-11-30T18:00:00Z
nodeID://b22176164|1|2020-11-30T18:00:00Z
nodeID://b22176165|1|2020-11-30T18:00:00Z
nodeID://b22176166|1|2020-11-30T18:00:00Z
nodeID://b22175892|0.5|2020-11-30T19:00:00Z
nodeID://b22175893|0.5|2020-11-30T19:00:00Z
nodeID://b22175894|0.5|2020-11-30T19:00:00Z
nodeID://b22176171|0.5|2020-11-30T19:00:00Z
nodeID://b22176172|0.5|2020-11-30T19:00:00Z
nodeID://b22176173|0.5|2020-11-30T19:00:00Z
nodeID://b22175898|0.9|2020-11-30T20:00:00Z
nodeID://b22175899|0.9|2020-11-30T20:00:00Z
nodeID://b22175900|0.9|2020-11-30T20:00:00Z
nodeID://b22176179|0.9|2020-11-30T20:00:00Z
nodeID://b22176180|0.9|2020-11-30T20:00:00Z
nodeID://b22176181|0.9|2020-11-30T20:00:00Z
nodeID://b22175905|0|2020-11-30T21:00:00Z
nodeID://b22175906|0|2020-11-30T21:00:00Z
nodeID://b22175907|0|2020-11-30T21:00:00Z
nodeID://b22176185|0|2020-11-30T21:00:00Z
nodeID://b22176186|0|2020-11-30T21:00:00Z
nodeID://b22176187|0|2020-11-30T21:00:00Z
nodeID://b22175913|-0.5|2020-11-30T22:00:00Z
nodeID://b22175914|-0.5|2020-11-30T22:00:00Z
nodeID://b22175915|-0.5|2020-11-30T22:00:00Z
nodeID://b22176191|-0.5|2020-11-30T22:00:00Z
nodeID://b22176192|-0.5|2020-11-30T22:00:00Z
nodeID://b22176193|-0.5|2020-11-30T22:00:00Z
nodeID://b22175919|-1.1|2020-11-30T23:00:00Z
nodeID://b22175920|-1.1|2020-11-30T23:00:00Z
nodeID://b22175921|-1.1|2020-11-30T23:00:00Z
nodeID://b22176198|-1.1|2020-11-30T23:00:00Z
nodeID://b22176199|-1.1|2020-11-30T23:00:00Z
nodeID://b22176200|-1.1|2020-11-30T23:00:00Z
nodeID://b22175421|-1.89|2020-12-01T00:00:00Z
nodeID://b22175422|-1.89|2020-12-01T00:00:00Z
nodeID://b22175423|-1.89|2020-12-01T00:00:00Z
nodeID://b22175682|-1.89|2020-12-01T00:00:00Z
nodeID://b22175683|-1.89|2020-12-01T00:00:00Z
nodeID://b22175684|-1.89|2020-12-01T00:00:00Z
nodeID://b22175428|-0.6|2020-12-01T01:00:00Z
nodeID://b22175429|-0.6|2020-12-01T01:00:00Z
nodeID://b22175430|-0.6|2020-12-01T01:00:00Z
nodeID://b22175689|-0.6|2020-12-01T01:00:00Z
nodeID://b22175690|-0.6|2020-12-01T01:00:00Z
nodeID://b22175691|-0.6|2020-12-01T01:00:00Z
nodeID://b22175436|0.4|2020-12-01T02:00:00Z
nodeID://b22175437|0.4|2020-12-01T02:00:00Z
nodeID://b22175438|0.4|2020-12-01T02:00:00Z
nodeID://b22175697|0.4|2020-12-01T02:00:00Z
nodeID://b22175698|0.4|2020-12-01T02:00:00Z
nodeID://b22175699|0.4|2020-12-01T02:00:00Z
nodeID://b22175442|0.5|2020-12-01T03:00:00Z
nodeID://b22175443|0.5|2020-12-01T03:00:00Z
nodeID://b22175444|0.5|2020-12-01T03:00:00Z
nodeID://b22175703|0.5|2020-12-01T03:00:00Z
nodeID://b22175704|0.5|2020-12-01T03:00:00Z
nodeID://b22175705|0.5|2020-12-01T03:00:00Z
nodeID://b22175448|-0.29|2020-12-01T04:00:00Z
nodeID://b22175449|-0.29|2020-12-01T04:00:00Z
nodeID://b22175450|-0.29|2020-12-01T04:00:00Z
nodeID://b22175709|-0.29|2020-12-01T04:00:00Z
nodeID://b22175710|-0.29|2020-12-01T04:00:00Z
nodeID://b22175711|-0.29|2020-12-01T04:00:00Z
nodeID://b22175455|0.21|2020-12-01T05:00:00Z
nodeID://b22175456|0.21|2020-12-01T05:00:00Z
nodeID://b22175457|0.21|2020-12-01T05:00:00Z
nodeID://b22175717|0.21|2020-12-01T05:00:00Z
nodeID://b22175718|0.21|2020-12-01T05:00:00Z
nodeID://b22175719|0.21|2020-12-01T05:00:00Z
nodeID://b22175463|1.21|2020-12-01T06:00:00Z
nodeID://b22175464|1.21|2020-12-01T06:00:00Z
nodeID://b22175465|1.21|2020-12-01T06:00:00Z
nodeID://b22175724|1.21|2020-12-01T06:00:00Z
nodeID://b22175725|1.21|2020-12-01T06:00:00Z
nodeID://b22175726|1.21|2020-12-01T06:00:00Z
nodeID://b22175469|2.21|2020-12-01T07:00:00Z
nodeID://b22175470|2.21|2020-12-01T07:00:00Z
nodeID://b22175471|2.21|2020-12-01T07:00:00Z
nodeID://b22175730|2.21|2020-12-01T07:00:00Z
nodeID://b22175731|2.21|2020-12-01T07:00:00Z
nodeID://b22175732|2.21|2020-12-01T07:00:00Z
nodeID://b22175475|3.31|2020-12-01T08:00:00Z
nodeID://b22175476|3.31|2020-12-01T08:00:00Z
nodeID://b22175477|3.31|2020-12-01T08:00:00Z
nodeID://b22175737|3.31|2020-12-01T08:00:00Z
nodeID://b22175738|3.31|2020-12-01T08:00:00Z
nodeID://b22175739|3.31|2020-12-01T08:00:00Z
nodeID://b22175482|4.31|2020-12-01T09:00:00Z
nodeID://b22175483|4.31|2020-12-01T09:00:00Z
nodeID://b22175484|4.31|2020-12-01T09:00:00Z
nodeID://b22175745|4.31|2020-12-01T09:00:00Z
nodeID://b22175746|4.31|2020-12-01T09:00:00Z
nodeID://b22175747|4.31|2020-12-01T09:00:00Z
nodeID://b22175490|4.9|2020-12-01T10:00:00Z
nodeID://b22175491|4.9|2020-12-01T10:00:00Z
nodeID://b22175492|4.9|2020-12-01T10:00:00Z
nodeID://b22175751|4.9|2020-12-01T10:00:00Z
nodeID://b22175752|4.9|2020-12-01T10:00:00Z
nodeID://b22175753|4.9|2020-12-01T10:00:00Z
nodeID://b22175496|5.9|2020-12-01T11:00:00Z
nodeID://b22175497|5.9|2020-12-01T11:00:00Z
nodeID://b22175498|5.9|2020-12-01T11:00:00Z
nodeID://b22175757|5.9|2020-12-01T11:00:00Z
nodeID://b22175758|5.9|2020-12-01T11:00:00Z
nodeID://b22175759|5.9|2020-12-01T11:00:00Z
